SITE_ID,VISIT_NO,PH_LAB,COND,ANC,TURB,DOC,NH4N_PPM,NO3_NO2,NO3N_PPM,NTL,PTL,CHLA,CL_PPM,SO4_PPM,CA_PPM,MG_PPM,NA_PPM,K_PPM,COLOR,SIO2,CATSUM,ANSUM2,SOBC,SECMEAN,CLEAR_TO_BOTTOM
NLA06608-2972,1,9.06,191.4,2046.94,73.5,15.93,0.032,0.005,0.005,5.35,347,145,1.556,0.125,21.53,3.505,7.923,9.382,21,24.903,1948.81,2092.83,1947.36,0.16,NA
NLA06608-2987,1,8.4,509.6,3440.67,9.54,11.28,0.024,0.005,0.005,1.336,29,15.184,12.919,76.753,66.79,18.79,5.852,1.968,18,12.58,5185.42,5403.06,5183.9,0.99,NA
NLA06608-2996,1,7.91,294,2529.08,39.2,8.82,0.071,0.25,0.295,1.44,130,16.64,13.982,3.461,28.02,8.065,13.48,9.835,14,3.258,2904.63,3016.59,2899.74,0.28,NA
NLA06608-3032,1,7.6,205.8,1951.13,28.6,8.21,0.129,0.053,0.109,1.543,94,44.928,5.642,1.053,29.7,2.892,4.595,5.292,15,6.919,2064.28,2140,2055.23,0.29,NA
NLA06608-3035,1,8.63,343.5,2334.39,1.4,8.19,0.021,0.005,0.005,0.738,7,3.251,33.401,14.859,32,12.91,12.75,2.292,8,2.148,3273.59,3585.87,3272.35,3.65,NA
NLA06608-3083,1,8.59,319.5,2152.02,3.92,6.77,0.012,0.005,0.005,0.685,96,20.64,17.921,25.671,39.5,3.612,14.5,4.879,24,8.61,3024.5,3191.97,3023.78,1.18,NA
NLA06608-3096,1,7.93,131.9,1048.71,2.25,7.61,0.017,0.005,0.005,0.559,17,9.867,4.351,6.21,13.34,3.104,5.6,4.794,11,1.293,1288.46,1300.74,1287.29,2.49,NA
NLA06608-3121,1,8.41,61.49,593.72,5.72,3.39,0.019,0.005,0.027,0.455,46,14.64,0.192,0.492,6.409,2.011,2.455,0.543,14,17.554,607.17,611.31,605.96,1.55,NA
NLA06608-3147,1,8.46,365,2921.85,6.19,8.97,0.053,0.012,0.005,0.999,46,37.656,19.565,13.594,40.02,18.1,6.784,3.46,20,9.963,3873.3,3757.3,3869.99,1.05,NA
NLA06608-3153,1,7.75,104.9,599.8,0.42,2.02,0.005,0.005,0.005,0.116,1,1.499,6.914,9.531,10.94,2.545,4.218,0.338,2,2.529,947.67,993.27,947.45,7,NA
NLA06608-3157,1,7.51,64.77,537.02,1.79,1.16,0.013,0.005,0.005,0.07,8,2.208,0.28,2.383,7.993,0.631,2.87,0.342,8,10.962,585.3,594.56,584.36,2.3,NA
NLA06608-3160,1,9.54,241.7,2082.27,42.8,9.75,0.019,0.005,0.005,2.655,237,271.44,5.25,15.19,18.49,11.58,9.47,7.695,21,10.419,2484.78,2546.61,2484.28,0.27,NA
NLA06608-3169,1,8.7,545.9,2671.21,28.6,13.26,0.015,0.012,0.005,1.2,105,54.432,66.617,43.402,54.62,12.81,31.29,6.148,21,10.886,5298.79,5454.34,5297.93,0.45,NA
NLA06608-3228,1,7.91,463.6,2690.19,9.65,5.14,0.037,0.022,0.129,0.658,74,8.704,47.488,27.012,39.44,12.68,31.81,7.67,10,6.063,4593.85,4601.25,4591.3,0.82,NA
NLA06608-3265,1,8.6,259.4,2558.72,0.561,4.05,0.005,0.005,0.005,0.338,7,1.768,2.46,8.4,28.74,13.66,3.625,1.712,10,13.028,2760.07,2803,2759.65,6.27,NA
NLA06608-3303,1,7.9,1754,4587.26,3.21,10,0.031,0.005,0.005,1.535,81,35.424,332.974,146.32,24.56,37.02,264.3,20.56,8,1.431,16296.26,17025.52,16294.12,0.79,NA
NLA06608-3313,1,8.46,245,2416.02,5.67,2.3,0.005,0.005,0.005,0.316,41,7.728,2.44,3.049,29.47,12.15,2.995,1.169,5,6.5,2630.59,2548.33,2630.53,0.97,NA
NLA06608-3320,1,7.34,90.9,527.3,28.6,6.15,0.03,0.041,0.059,0.612,88,19.067,3.028,8.454,5.655,3.15,4.155,2.455,21,3.019,787.08,792.98,784.91,0.4,NA
NLA06608-3329,1,6.58,35.58,299.77,1.05,3.14,0.018,0.005,0.005,0.374,10,3.704,0.188,1.347,3.743,0.659,1.547,0.587,13,9.872,324.85,333.95,323.31,2.88,NA
NLA06608-3480,1,8.44,260.2,2512.22,14.1,10.47,0.017,0.005,0.005,1.612,88,38.88,4.85,3.177,34.57,5.18,10.98,2.444,34,10.646,2692.48,2715.17,2691.41,0.59,NA
NLA06608-3484,1,9.25,847.7,9780.1,78.1,38.16,0.047,0.005,0.005,4.319,180,83.5,9.514,7.311,13.01,40.21,97.74,48.15,15,17.174,9442.74,10200.67,9440.97,0.16,NA
NLA06608-3608,1,8.85,544.1,3561.6,15.3,13.07,0.01,0.005,0.005,1.821,191,52.848,9.973,89.408,32.61,28.32,28.41,14.05,15,3.442,5553.28,5704.37,5552.75,0.69,NA
NLA06608-3616,1,8.42,772.1,4096.91,4.78,5.01,0.012,0.005,0.005,0.455,15,1.688,101.303,34.792,40.7,19.97,86.35,4.045,5,30.402,7534.46,7678.64,7533.7,1.3,NA
NLA06608-3644,1,8.75,922.3,7495.62,11,34.26,0.063,0.011,0.005,2.063,58,19.2,15.213,103.903,30.26,39.51,81.63,35.73,50,22.413,9229.25,10088.48,9225.73,0.52,NA
NLA06608-3656,1,7.38,425.6,4233.76,23.3,24.91,0.097,0.005,0.005,5.813,471,428,4.4,1.289,31.19,11.64,21.86,20.29,39,43.637,3990.9,4384.75,3984.02,0.23,NA
NLA06608-3660,1,8.06,135.2,1131.2,312,7.27,0.012,1.036,0.867,2.263,1329,5.25,1.265,4.721,13.24,3.67,1.336,7.819,30,15.593,1221.59,1327.08,1220.77,0.05,NA
NLA06608-3698,1,6.92,92.81,89.2,1.09,4.79,0.019,0.005,0.005,0.3,6,4.592,19.666,3.725,2.559,0.687,11.07,0.951,18,0.375,691.54,721.57,690.07,2.56,NA
NLA06608-3846,1,6.83,45.2,62.49,0.387,4.15,0.011,0.005,0.005,0.11,3,0.896,6.814,4.443,1.776,0.647,4.482,0.403,15,2.482,348.06,347.34,347.13,4.79,NA
NLA06608-3890,1,6.31,51.33,21.63,0.665,2.78,0.01,0.005,0.005,0.098,1,2.768,9.398,4.643,1.417,0.443,5.739,0.449,7,2.68,369.48,383.87,368.28,3.9,NA
NLA06608-3911,1,7.53,150.8,862.84,5.78,5.88,0.041,0.014,0.028,0.643,43,29.12,18.154,0.591,7.889,3.246,14.44,2.35,10,9.517,1351.89,1389.22,1348.98,0.73,NA
NLA06608-4056,1,8.5,1320,3788.36,5.71,6.55,0.022,0.005,0.005,0.651,75,8.08,182.612,228.362,93.31,34.48,131.5,6.478,8,13.194,13380.44,13693.61,13379.08,1,NA
NLA06608-4064,1,8.33,857.1,3711.59,4.49,7.05,0.011,0.005,0.005,0.77,47,10.187,20.748,228.569,55.61,44.2,48.53,11.42,9,0.456,8815.81,9055.62,8815.09,0.9,NA
NLA06608-4206,1,8.11,8300,2329.89,7.74,6.73,0.021,0.005,0.005,1.627,61,66.96,2402.311,60.549,87.29,54.47,1443,7.291,9,9.471,71792.94,71350.11,71791.53,0.62,NA
NLA06608-4252,1,7.86,73.17,627.33,0.59,2.69,0.005,0.005,0.005,0.188,1,1.472,0.44,3.672,9.233,2.655,0.602,0.381,7,0.827,715.56,716.21,715.13,4.95,NA
NLA06608-4320,1,7.73,640.7,2841.92,11.2,4.34,0.037,0.516,0.47,1.871,177,2.504,80.846,42.379,45.76,8.816,48.29,7.938,20,6.042,5314.99,6038.17,5312.4,0.8,NA
NLA06608-4382,1,7.86,302.4,2583.63,10.5,5.72,0.036,0.005,0.005,0.571,35,12.08,11.347,3.276,31.56,12.96,6.058,3.313,18,6.781,2992.03,2971.9,2989.54,0.75,NA
NLA06608-4413,1,6.37,90.21,32.5,1.05,3.63,0.011,0.005,0.005,0.251,8,2.56,20.098,4.894,1.952,0.415,11.24,0.508,7,0.09,634.67,701.7,633.46,2.7,NA
NLA06608-4414,1,7.44,94.85,733.23,5.3,4.31,0.005,0.005,0.005,0.48,38,12.1,1.951,5.443,10.07,2.57,3.577,1.314,20,10.871,903.84,901.62,903.17,0.88,NA
NLA06608-4440,1,8.37,262.4,2291.99,7.32,5.33,0.02,0.005,0.005,0.803,38,34.2,7.426,9.849,29.1,6.24,11.05,3.987,16,8.923,2549.47,2706.51,2548.19,0.83,NA
NLA06608-4472,1,8.67,658.3,2993,35.1,4.69,0.005,0.005,0.005,0.816,282,29.4,61.624,87.099,53.33,15.93,52.38,6.501,10,1.345,6417.04,6544.57,6416.69,0.3,NA
NLA06608-4504,1,7.42,141.9,976.71,4.32,7.8,0.023,0.005,0.005,0.68,32,18.514,5.677,7.678,14.41,3.251,3.924,1.997,42,1.141,1210,1296.73,1208.34,0.88,NA
NLA06608-4610,1,8.37,358,3662,2.01,5,0.013,0.005,0.005,0.426,22,5.383,3.391,6.575,68.22,3.085,2.458,2.623,16,10.792,3832.88,3894.54,3832.04,1.62,NA
NLA06608-4643,1,7.15,156.2,895.82,4.67,8.1,0.017,0.005,0.005,0.557,19,13.834,14.537,6.995,14.78,4.268,7.096,2.349,25,5.3,1458.74,1451.56,1457.47,1.15,NA
NLA06608-4650,1,7.21,79.2,351.35,5.94,11.18,0.059,0.005,0.019,0.681,43,26.08,8.492,2.94,5.41,1.696,5.367,2.279,36,11.271,705.5,653.5,701.26,0.79,NA
NLA06608-4659,1,8.1,949.9,2518.72,15.6,3.7,0.171,0.214,0.277,1.247,90,76.32,6.598,340.196,147.7,18.55,10.19,5.25,14,9.63,9485.68,9807.49,9474.19,0.37,NA
NLA06608-4686,1,6.85,79.17,266.3,36.2,6.5,0.005,0.005,0.015,0.446,84,16.8,4.158,13.113,4.786,1.401,6.411,1.526,15,10.19,672.78,657.81,672,0.38,NA
NLA06608-4698,1,7.81,297.2,2608.8,7.44,7.04,0.23,0.005,0.005,1.333,142,104.4,11.618,0.125,27.98,9.969,8.819,6.023,10,11.222,2770.11,2936.51,2754.18,0.63,NA
NLA06608-4828,1,8.32,366.8,3384.5,4.87,5.45,0.021,0.005,0.005,0.421,24,4.617,10.183,9.883,30.22,21.36,9.008,2.975,17,8.742,3734.93,3877.56,3733.57,1.23,NA
NLA06608-4929,1,8.15,289.9,2815.11,3.67,7.51,0.02,0.005,0.005,0.954,121,38.304,2.104,8.493,44.71,6.636,1.649,3.531,36,10.938,2940.47,3051.29,2939.13,0.94,NA
NLA06608-4949,1,7.84,229.2,1832.06,9.66,3.84,0.017,0.059,0.048,0.623,82,NA,5.388,13.918,31.38,4.744,4.728,2.911,19,5.31,2237.53,2277.25,2236.35,0.83,NA
NLA06608-9999,1,7.17,28.99,133.8,0.516,2.94,0.005,0.005,0.005,0.149,1,1.024,0.555,3.747,2.545,0.561,1.078,0.643,13,3.001,236.85,227.53,236.5,8.55,NA
NLA06608-ACAD_LAKES_0435,1,6.67,27.54,55.28,0.555,1.92,0.005,0.005,0.016,0.151,10,1.04,3.937,2.086,1.249,0.364,2.479,0.163,8,1.572,204.99,211.11,204.28,NA,Y
NLA06608-ALPS-1218,1,4.57,18.23,-40.89,2.47,11.36,0.024,0.005,0.017,0.414,14,1.085,1.009,1.039,0.306,0.171,0.938,0.244,140,0.434,105.01,37.33,76.38,1.04,NA
NLA06608-ALSC:020149,1,7.02,28.61,139.74,0.752,3.36,0.01,0.005,0.005,0.191,5,3.269,0.285,3.625,3,0.559,0.835,0.281,12,4.24,240.01,223.35,239.21,3.7,NA
NLA06608-ELS:1C2-032,1,6.78,29.79,92.74,4.86,4.27,0.018,0.005,0.005,0.264,11,14.184,2.017,3.21,1.656,0.577,1.909,0.4,12,2.914,224.83,216.63,223.38,1.28,NA
NLA06608-ELS:1C3-003,1,6.81,18.07,113.48,0.64,6.59,0.005,0.005,0.005,0.256,9,2.72,0.202,2.303,1.509,0.612,0.57,0.214,21,0.288,156.22,167.28,155.93,3.77,NA
NLA06608-ELS:1D1-035,1,7.2,54.16,92.85,6.3,2.16,0.005,0.005,0.005,0.444,23,31.36,9.745,4.412,1.354,1.018,6.012,0.627,5,3.657,429.51,459.64,428.88,1.52,NA
NLA06608-ELS:1D2-087,1,6.54,57.59,164.92,3.92,6.48,0.005,0.005,0.005,0.532,35,16.8,7.611,3.693,2.842,1.09,4.924,0.708,25,1.11,464.66,456.77,463.8,0.86,NA
NLA06608-ELS:1E1-052,1,6.85,21,74.45,0.458,4.38,0.005,0.005,0.015,0.13,10,1.672,0.95,2.546,0.488,0.38,1.194,0.483,16,1.061,120.05,155.47,119.91,4.5,NA
NLA06608-ELS:1E1-096,1,6.67,20.48,86.8,1.46,6.8,0.005,0.011,0.019,0.236,9,2.912,0.803,2.148,1.79,0.354,1.229,0.447,27,2.832,183.84,155.74,183.34,2.06,NA
NLA06608-ELS:1E1-128,1,6.79,22.66,85.91,1.06,4.68,0.049,0.005,0.005,0.394,8,3.152,1.061,2.332,1.587,0.446,1.728,0.261,22,2.493,201.38,164.55,197.73,2.46,NA
NLA06608-ELS:1E2-027,1,6.97,27.03,155.87,4.03,10.42,0.019,0.005,0.005,0.629,28,7.936,0.216,1.999,3.365,0.624,0.577,0.145,34,1.119,249.53,203.69,248.07,NA,Y
NLA06608-ELS:1E3-002,1,8.39,90.23,860.51,2.52,6.81,0.017,0.005,0.005,0.731,14,11.408,0.618,1.443,15.29,1.353,0.735,0.187,17,5.025,912.15,907.99,911.06,NA,Y
NLA06608-ELS:1E3-012,1,7.59,53.73,395.21,0.822,2.31,0.005,0.005,0.005,0.161,4,1.168,0.302,4.325,7.886,0.583,1.01,0.437,3,2.764,497.04,493.8,496.59,5.28,NA
NLA06608-ELS:1E3-071,1,7.81,68.89,631.62,2.61,8.15,0.017,0.005,0.005,0.807,17,4.816,0.372,2.275,10.02,1.674,1.157,0.183,26,2.644,693.95,689.49,692.76,NA,Y
NLA06608-ELS:2B2-008,1,6.21,16.88,57.51,0.587,10.76,0.005,0.005,0.005,0.299,8,3.968,0.245,1.755,1.799,0.384,0.298,0.349,65,0.235,144.52,101.58,143.26,1.39,NA
NLA06608-ELS:2C2-048,1,6.6,13.65,63.84,0.834,5.71,0.018,0.005,0.005,0.593,8,5.64,0.225,1.576,1.177,0.39,0.236,0.436,4,0.089,113.78,103.25,112.24,2.79,NA
NLA06608-ELS:2C3-018,1,7.06,26.08,170,1.11,5.65,0.01,0.005,0.005,0.328,10,5.448,0.246,1.913,2.775,0.871,0.647,0.355,10,0.647,248.16,216.85,247.37,1.94,NA
NLA06608-ELS:2D3-008,1,8.32,252,2558.5,0.52,14.33,0.021,0.005,0.005,0.722,13,1.113,0.882,3.731,35.26,10.31,2.71,0.708,27,10.217,2745.21,2661.06,2743.85,5.05,NA
NLA06608-EMAP:ME011L,1,7.14,34.56,235.69,0.97,7.5,0.01,0.005,0.005,0.246,13,4.347,0.241,2.023,4.465,0.699,0.895,0.299,35,2.508,327.68,284.68,326.9,2.5,NA
NLA06608-EMAP:ME012L,1,7.59,52.52,408.56,0.399,3.48,0.005,0.005,0.005,0.129,1,0.688,0.298,3.581,8.366,0.594,0.774,0.294,8,2.667,507.9,491.55,507.53,5.64,NA
NLA06608-EMAP:ME254L,1,7.38,44.85,317.5,0.681,4.23,0.005,0.005,0.005,0.204,5,1.749,0.296,3.593,6.256,0.914,0.753,0.161,10,1.928,424.65,400.98,424.26,3.92,NA
NLA06608-EMAP:ME263L,1,6.55,19.48,72.3,1.14,7.32,0.02,0.011,0.021,0.314,11,1.84,0.792,1.628,1.593,0.323,1.3,0.295,49,2.596,171.87,130.32,170.16,1.58,NA
NLA06608-EMAP:ME518L,1,6.95,22.32,106.35,0.495,3.54,0.005,0.005,0.005,0.156,7,2.056,0.795,2.587,2.151,0.435,1.077,0.342,10,2.925,198.84,182.75,198.72,4.59,NA
NLA06608-FL:107895579,1,7.97,1634,1586.93,3.68,10.21,0.012,0.005,0.005,0.985,33,10.528,387.807,114.378,63.2,28.11,193.1,6.763,31,4.913,14039.99,14906.77,14039.16,1.35,NA
NLA06608-FL:16674741,1,5.88,18.19,12.1,1.22,1.51,0.005,0.005,0.005,0.098,8,1.543,3.659,0.992,0.236,0.373,1.845,0.114,4,1.782,127.6,137.28,125.64,3.4,NA
NLA06608-FL:18261987,1,4.82,76.14,-0.53,2.92,6.98,0.011,0.005,0.005,0.474,20,5.28,11.665,10.315,1.587,1.738,6.531,0.568,12,0.253,536.74,558.39,520.82,1.25,NA
NLA06608-FL:99324403,1,6.7,51.7,100.3,2.91,7.54,0.013,0.005,0.005,0.801,24,18.72,9.743,1.04,2.223,0.975,4.227,1.175,12,0.965,406.2,396.96,405.08,1.25,NA
NLA06608-FL:99344895,1,6.6,41.05,127.43,10.7,5.49,0.012,0.005,0.005,1.531,166,15.886,6.293,0.125,3.361,0.751,2.048,0.142,19,0.227,323.33,306.78,322.23,NA,Y
NLA06608-IN:646,1,7.57,489.1,3635.37,0.424,4.74,0.024,1.72,1.739,2.089,4,1.012,19.681,39.278,58.27,20.87,6.634,1.979,10,4.647,4965.91,5132.44,4964.2,1.7,NA
NLA06608-MI:7007,1,8.24,349.5,3218.26,1.24,9.03,0.026,0.005,0.005,0.828,9,2.747,9.265,10.906,44.09,13.38,4.556,1.265,15,8.706,3533.35,3706.66,3531.63,2.84,NA
NLA06608-MN:03-0029,1,8.43,185.1,1882.58,1.07,7.99,0.042,0.005,0.005,0.779,9,2.666,0.418,0.424,23.6,7.758,1.321,0.615,7,7.114,1891.87,1903.2,1889.22,3.75,NA
NLA06608-MN:06-0002,1,8.65,968.2,6534.05,12.3,17.11,0.273,0.125,0.195,2.475,271,42.264,18.226,189.139,58,81.93,21.54,20.07,11,34.586,11102.24,10999.93,11086.32,0.55,NA
NLA06608-MN:11-0102,1,8.1,103.8,981.86,0.784,9.2,0.005,0.005,0.005,0.447,9,2.467,0.585,1.425,13.92,3.828,1.099,0.622,7,1.136,1073.86,1028.04,1073.32,3.65,NA
NLA06608-MN:15-0010,1,8.56,264.3,2842.71,0.945,7.06,0.005,0.005,0.005,0.529,9,2.867,0.601,1.303,26.05,15.46,5.741,1.536,9,6.451,2861.56,2886.79,2861.07,3.91,NA
NLA06608-MN:22-0074,1,8.56,368.9,3129.29,13.9,8.59,0.044,0.005,0.069,1.175,62,47.952,16.809,10.432,24.64,26.1,6.521,4.661,6,11.1,3782.77,3825.53,3780.11,0.6,NA
NLA06608-MN:49-0140,1,8.41,307.8,2995.88,0.59,6.01,0.029,0.011,0.11,0.595,7,1.212,5.963,9.201,27.31,19.55,4.713,2.291,4,9.642,3236.94,3363.49,3235.1,6.35,NA
NLA06608-MN:51-0063,1,8.5,743.7,3460.3,32.2,7.45,0.056,0.021,0.005,1.174,140,25.12,17.217,210.183,76.23,44.66,8.867,4.337,9,7.872,7978.93,8322.72,7975.48,0.25,NA
NLA06608-MN:56-0306,1,8.54,349.2,3660.43,1.63,4.94,0.048,0.005,0.005,0.54,8,5.387,2.923,3.295,25.11,28.53,2.286,3.183,5,17.657,3784.43,3811.48,3781.51,2.45,NA
NLA06608-MN:61-0037,1,8.67,382.3,3751.64,1.32,6.47,0.019,0.005,0.005,0.835,19,7,9.098,9.922,23.88,29.56,9.563,5.164,9,6.075,4173.19,4214.84,4172.09,2.55,NA
NLA06608-MN:74-0023,1,8.34,317.5,2637.8,5.06,6.45,0.158,0.005,0.093,0.88,34,13.536,15.52,5.222,29.56,16.36,4.219,2.314,5,3.029,3074.15,3190.92,3063.98,1.43,NA
NLA06608-MN:75-0200,1,8.63,1041,4964.91,21.8,14.5,0.8,0.18,0.196,2.647,446,15.429,16.751,292.597,87.77,73.93,15.64,14.12,8,32.686,11551.78,11543.25,11504.72,0.35,NA
NLA06608-MN:77-0019,1,8.44,397.9,3477.42,3.44,9.07,0.026,0.005,0.005,1.065,17,12.78,14.205,13.268,36.72,22.27,5.131,5.923,14,3.642,4041.19,4154.33,4039.56,2.18,NA
NLA06608-MN:87-0030,1,8.55,1218,3717.59,14.3,13.31,0.024,0.005,0.005,1.987,82,40.032,35.822,417.385,82,92.1,31.63,11.07,15,21.945,13330.94,13417.94,13329.49,0.4,NA
NLA06608-NELP-0253,1,6.69,20.1,49.34,0.465,2.95,0.005,0.014,0.027,0.183,4,1.035,1.13,3.134,1.426,0.281,1.196,0.283,6,2.536,154.1,148.59,153.54,5.92,NA
NLA06608-NELP-0955,1,7.58,48.86,363.26,0.442,2.94,0.005,0.005,0.005,0.118,1,0.824,0.309,3.657,7.329,0.58,0.759,0.318,10,2.668,454.9,448.14,454.59,6.07,NA
NLA06608-NELP-1041,1,6.98,32.04,114.74,0.659,4.51,0.005,0.005,0.016,0.286,9,5.312,3.368,1.842,1.939,0.545,2.535,0.404,17,0.323,262.95,249.34,262.2,NA,Y
NLA06608-NELP-1330,1,7.02,21.43,126.49,0.549,2.93,0.005,0.005,0.005,0.168,1,0.816,0.285,2.444,2.841,0.252,0.558,0.171,12,1.07,191.88,185.51,191.15,6.91,NA
NLA06608-NELP-2155,1,7.52,47.29,346.32,0.332,3.04,0.005,0.005,0.005,0.146,1,0.728,0.308,3.669,7.179,0.577,0.746,0.326,9,2.431,447.02,431.43,446.5,7.37,NA
NLA06608-NELP-3355,1,7.32,33.43,230.12,0.674,3.92,0.022,0.005,0.005,0.216,4,0.888,0.247,2.911,5.002,0.347,0.663,0.252,10,3.099,315.04,298.03,313.44,NA,Y
NLA06608-NELP-3586,1,6.91,19.94,105.5,0.803,3.19,0.005,0.005,0.005,0.138,3,1.083,0.308,2.252,2.214,0.297,0.783,0.262,7,4.44,176.23,161.2,175.68,6.22,NA
NLA06608-NH250L,1,7.04,18.28,125.41,1.54,3.51,0.005,0.011,0.021,0.292,12,3.992,0.398,1.71,1.491,0.25,1.254,0.333,13,0.914,158.55,173.83,158.04,2.65,NA
NLA06608-NH4912,1,6.26,17.17,22.65,0.344,1.91,0.005,0.005,0.016,0.177,4,0.779,0.6,3.609,1.066,0.228,0.967,0.192,6,3.494,119.69,116.4,118.93,7.15,NA
NLA06608-NV:2,1,8.74,60.01,558.98,0.81,1.57,0.005,0.005,0.005,0.124,11,1.288,0.121,1.57,10.26,0.335,0.653,0.32,2,0.617,576.35,595.08,576.13,3.1,NA
NLA06608-NV:3,1,9.09,63.41,582.63,0.47,2.08,0.005,0.005,0.005,0.223,7,3.416,0.05,0.994,8.182,1.548,0.734,0.371,6,0.322,577.26,606.12,577.08,NA,Y
NLA06608-NV:4,1,8.89,1518,11195.5,130,16.25,0.026,0.005,0.005,3.225,154,28,55.706,231.606,25.14,79.73,176.7,33.4,42,60.326,16356.93,17588.78,16355.59,0.08,NA
NLA06608-OH:19,1,9.18,200.5,1916.32,2.16,5.85,0.014,0.005,0.005,0.5,17,5.888,4.61,8.414,14.51,16.19,2.63,0.806,8,5.628,2191.87,2221.53,2191.31,1.9,NA
NLA06608-OH:22,1,8.35,708,2316.16,0.714,2.42,0.005,0.005,0.005,0.244,3,0.996,98.182,85.367,43.49,25.61,54.46,2.487,7,1.075,6710.62,6862.83,6710.04,5.68,NA
NLA06608-R10BULLTR,1,8.12,68.06,629.54,0.574,1.21,0.005,0.005,0.005,0.088,3,0.696,0.187,0.817,11.62,0.859,1.301,0.34,5,7.363,715.82,651.83,715.81,8.25,NA
NLA06608-R10CAPEHO,1,8,53.23,509.09,0.427,3.69,0.011,0.005,0.005,0.318,10,0.676,0.126,0.285,7.3,0.608,1.908,0.751,16,12.024,517.26,518.59,516.5,NA,Y
NLA06608-R10CHARLT,1,6.72,6.75,48.33,0.147,0.65,0.005,0.005,0.005,0.136,1,0.199,0.2,0.125,0.473,0.133,0.438,0.172,0,1.988,58.26,56.35,58,17.1,NA
NLA06608-R10COUNCI,1,7.65,39.49,364.06,0.297,0.68,0.005,0.005,0.005,0.039,1,0.684,0.469,0.627,3.266,1.42,1.645,0.445,0,11.425,362.99,390.37,362.76,9.25,NA
NLA06608-R10DEERLA,1,7.02,13.06,107.78,0.992,1.71,0.005,0.005,0.005,0.191,4,0.652,0.27,0.125,0.915,0.27,0.942,0.266,5,7.853,116.39,115.49,115.65,NA,Y
NLA06608-R10FISHLA,1,6.78,55.42,545.12,2.97,2.42,0.005,0.005,0.005,0.279,13,7.787,0.204,0.272,5.809,1.882,2.224,0.283,6,11.564,549.09,556.7,548.71,2.9,NA
NLA06608-R10FOURMI,1,6.27,17.77,142.17,0.568,1.4,0.005,0.005,0.005,0.143,4,2.736,0.276,0.125,1.485,0.616,0.646,0.129,0,3.933,156.73,153.57,156.19,18.1,NA
NLA06608-R10RAINYL,1,7.41,33.03,253.15,1.18,0.37,0.005,0.005,0.005,0.056,3,0.532,0.05,2.226,5.117,0.404,0.231,0.174,2,2.271,303.12,300.97,303.08,13,NA
NLA06608-R10SQUAWL,1,8.51,249.2,2458.19,0.368,2.31,0.005,0.005,0.005,0.15,4,0.656,2.522,8.03,25.16,14.73,4.407,0.662,4,12.478,2676.58,2696.51,2676.21,9.25,NA
NLA06608-R10ULAKE,1,6.36,11.08,35.25,1.21,5.35,0.005,0.005,0.005,0.312,10,6.04,1.364,0.332,0.582,0.261,0.836,0.067,18,0.556,89.39,81.07,88.6,2.15,NA
NLA06608-R10YELLOW,1,7.25,26.31,148.5,0.434,1.03,0.005,0.005,0.005,0.036,3,0.378,0.178,1.217,3.261,0.13,1.427,0.149,3,6.663,239.36,178.91,239.3,18.25,NA
NLA06608-R31,1,7.73,162.6,586.61,0.85,2.23,0.015,0.844,0.817,1.103,8,2.872,23.923,5.477,11.34,4.612,9.861,1.604,7,5.904,1416.39,1433.76,1415.33,4.2,NA
NLA06608-R314,1,7.56,45.59,343.92,1.29,3.01,0.005,0.005,0.005,0.23,11,3.968,1.647,2.137,3.613,1.535,2.106,0.409,16,8.838,409.33,434.9,408.67,3.26,NA
NLA06608-R315,1,7.32,34.29,209.22,0.813,1.37,0.012,0.005,0.005,0.101,4,2.48,0.474,3.533,2.862,1.213,0.706,0.833,0,4.252,295.54,296.19,294.64,4.21,NA
NLA06608-R318,1,7.41,32.24,238.39,1.21,2.54,0.012,0.005,0.005,0.235,8,5.344,1.201,0.937,1.904,0.832,2.145,1.332,10,11.999,291.73,291.81,290.84,3.94,NA
NLA06608-R319,1,6.64,54.52,312.41,9.1,14.01,0.013,0.005,0.005,0.531,37,12.112,3.548,1.844,6.049,1.049,2.213,0.788,56,8.957,505.73,451.11,504.58,0.46,NA
NLA06608-R32,1,7.23,111.4,307.72,0.471,1.56,0.02,0.426,0.384,0.505,3,1.68,11.844,11.58,7.745,2.253,6.529,1.166,5,3.886,887.16,910.36,885.69,6.9,NA
NLA06608-R322,1,7.47,55.93,369.55,2.32,1.65,0.011,0.005,0.005,0.219,7,2.032,2.604,3.834,4.175,1.879,2.586,1.136,5,10.023,505.3,522.86,504.49,3.11,NA
NLA06608-R323,1,8.05,208.1,1196.88,3.16,5.12,0.005,0.005,0.005,0.629,26,15.96,14.598,14.293,6.149,2.564,30.82,2.71,18,3.788,1928.01,1906.22,1927.73,1.05,NA
NLA06608-R324,1,7.76,171.5,656.24,4.81,3.58,0.005,0.005,0.005,0.366,6,4.672,22.891,6.179,12.76,2.451,10.74,1.827,4,2.419,1352.67,1430.57,1352.3,2.4,NA
NLA06608-R326,1,7.34,85.09,526.86,7.28,5.54,0.017,0.005,0.005,0.74,31,27.52,6.551,2.363,10.14,0.912,3.906,1.078,18,3.97,779.75,760.88,778.51,0.65,NA
NLA06608-R328,1,7.55,62.9,455.09,1.04,3.05,0.014,0.005,0.005,0.277,9,2.24,1.084,4.662,7.359,1.639,0.958,0.865,9,2.616,566.89,582.83,565.88,5.81,NA
