UID,PUBLICATION_DATE,SITE_ID,DATE_COL,VISIT_NO,STUDY,STATE,SAMPLE_TYPE,FLAG,AGR_CROPLAND,AGR_FEEDLOT,AGR_LIVESTOCK,AGR_ORCHARDS,AGR_PASTURE,AGR_POULTRY,AGR_WITHDRAWAL,APPEALING,BIOTIC_INTEGRITY,FLIGHT_HAZARDS,HYDRO_TYPE,IND_COMMERCIAL,IND_FIRE,IND_INDUSTRIAL,IND_LOGGING,IND_MINES,IND_ODORS,IND_OIL,IND_POWER,LAKE_LEVEL,LEVEL_CHANGE_M,MACRY_DENSITY,MACRY_FLOAT,MACRY_SUBMERGED,MAN_ANGLING,MAN_DRINKING_WATER,MAN_FISH_STOCKING,MAN_LEVEL_FLUCTUATIONS,MAN_LIMING,MAN_MACROPHYTE,MAN_TREATMENT,MBOAT_DENSITY,MBOAT_RESTRICT,OUTLET_DAMS,PRISTINE,RCH_AGRICULTURE,RCH_BARE_GROUND,RCH_DEVELOPMENT,RCH_FOREST,RCH_GRASS,RCH_SHOREMODS,RCH_SHRUB,RCH_WETLAND,REC_FILMS,REC_MARINAS,REC_PARKS,REC_PRIMITIVE,REC_RESORTS,REC_TRAILS,REC_TRASH,RECREATIONAL_VALUE,RES_BRIDGES,RES_CONSTRUCTION,RES_DUMPING,RES_LAWNS,RES_PIPES,RES_RESIDENCES,RES_ROADS,RES_SEWAGE,REVIEW,SWIMMABILITY,TROPHIC_STATE
2011256,4/26/2021,NLA17_FL-10015,2-Aug-17,1,NLA,FL,ASSESS,,,,,,,,,3,GOOD,,SEEPAGE,,,,,,,,,N,,ABSENT,RARE,RARE,,,,,,,,,RESTRICTED,NONE,2,RARE,SPARSE,SPARSE,SPARSE,SPARSE,RARE,MODERATE,EXTENSIVE,,,,,,,,GOOD,L,,,L,,L,M,,,FAIR,MESOTROPHIC
2011257,4/26/2021,NLA17_NH-10006,2-Aug-17,1,NLA,NH,ASSESS,,,,,,,,,4,GOOD,,RESERVOIR,L,,,,,,,,N,,MODERATE,SPARSE,SPARSE,L,,,,,,,LOW,,ARTIFICIAL,3,,RARE,SPARSE,MODERATE,RARE,RARE,RARE,SPARSE,L,,L,,,L,L,GOOD,L,,,L,,M,L,,,GOOD,MESOTROPHIC
2011258,4/26/2021,NLA17_IN-10120,3-Aug-17,1,NLA,IN,ASSESS,,,,,,,,,3,GOOD,,DRAINAGE,,,,,,,,,N,,MODERATE,SPARSE,SPARSE,M,,L,L,,,,LOW,BANNED,NONE,4,RARE,RARE,RARE,EXTENSIVE,RARE,RARE,SPARSE,SPARSE,M,,L,L,,,L,GOOD,,,L,,,,L,,,FAIR,EUTROPHIC
2011259,4/26/2021,NLA17_ME-10011,3-Aug-17,1,NLA,ME,ASSESS,,,,,,,,,3,GOOD,,DRAINAGE,,,,,,,,,,,MODERATE,RARE,SPARSE,,,,,,,,LOW,,NATURAL,4,,,,EXTENSIVE,SPARSE,,MODERATE,MODERATE,,,,L,,H,L,GOOD,,,,,,L,L,,,FAIR,MESOTROPHIC
2011260,4/26/2021,NLA17_IN-10026,3-Aug-17,1,NLA,IN,ASSESS,,H,,M,,M,,,3,GOOD,,RESERVOIR,,,,L,,,,,N,,MODERATE,RARE,SPARSE,,,,,,,,,BANNED,ARTIFICIAL,3,,,,EXTENSIVE,RARE,,EXTENSIVE,,H,,,,,,,FAIR,,,,,,,L,,,FAIR,EUTROPHIC
2011261,4/26/2021,NLA17_ID-10006,3-Aug-17,1,NLA,ID,ASSESS,,,,,,,,,5,GOOD,,SEEPAGE,,,,L,,,,,,,HIGH,SPARSE,EXTENSIVE,,,,,,,,,RESTRICTED,NATURAL,4,,RARE,RARE,MODERATE,MODERATE,RARE,SPARSE,MODERATE,,,,,,L,L,GOOD,,,,,,L,L,,,FAIR,EUTROPHIC
2011262,4/26/2021,NLA17_ID-10017,3-Aug-17,1,NLA,ID,ASSESS,,,,,,,,,4,EXCELLENT,,DRAINAGE,,,,,,,,,N,,SPARSE,RARE,SPARSE,,,,,,,,LOW,,ARTIFICIAL,4,,SPARSE,MODERATE,MODERATE,SPARSE,MODERATE,MODERATE,,,L,,,,L,L,EXCELLENT,,L,,M,,H,L,,,GOOD,MESOTROPHIC
2011264,4/26/2021,NLA17_ID-10086,3-Aug-17,1,NLA,ID,ASSESS,,,,,,L,,,4,GOOD,,SEEPAGE,,,,L,,,,,,,MODERATE,SPARSE,MODERATE,M,,,,,,,,RESTRICTED,NATURAL,4,,RARE,RARE,MODERATE,MODERATE,RARE,SPARSE,MODERATE,,,,,,,,GOOD,,,,L,,L,L,,,GOOD,MESOTROPHIC
2011265,4/26/2021,NLA17_ID-10004,4-Aug-17,1,NLA,ID,ASSESS,,,,,,L,,,4,GOOD,,SEEPAGE,,,,,,,,,N,,HIGH,SPARSE,MODERATE,,,,,,,,LOW,,NONE,3,RARE,RARE,RARE,SPARSE,MODERATE,RARE,SPARSE,MODERATE,,,,L,,L,,GOOD,M,,,L,L,L,M,,,FAIR,MESOTROPHIC
2011273,4/26/2021,NLA17_OR-10154,31-Jul-17,1,NLA,OR,ASSESS,,,,,,,,,2,FAIR,,SEEPAGE,,,,,,,,,Y,0.8,SPARSE,RARE,RARE,,,,,,,,,BANNED,NONE,2,,MODERATE,MODERATE,SPARSE,MODERATE,,EXTENSIVE,,L,,,,,,M,FAIR,M,M,,H,L,H,H,,,UNSWIMMABLE,EUTROPHIC
2011274,4/26/2021,NLA17_IN-10140,7-Aug-17,1,NLA,IN,ASSESS,,H,,M,,H,,,3,GOOD,,RESERVOIR,,,,,,,,,N,,SPARSE,RARE,RARE,,,,,,,,,BANNED,NONE,3,,,,MODERATE,MODERATE,,MODERATE,,,,,,,,L,FAIR,,,,L,,L,L,,,FAIR,EUTROPHIC
2011275,4/26/2021,NLA17_ID-10003,6-Aug-17,1,NLA,ID,ASSESS,,,,,,,,,4,GOOD,,DRAINAGE,,,,,,,,,N,,MODERATE,MODERATE,SPARSE,,,,,,,,LOW,RESTRICTED,NONE,4,,RARE,RARE,MODERATE,MODERATE,RARE,SPARSE,MODERATE,,,,L,,L,L,GOOD,,,,,,L,L,,,GOOD,MESOTROPHIC
2011276,4/26/2021,NLA17_ID-10054,7-Aug-17,1,NLA,ID,ASSESS,,,,,,,,,4,GOOD,,DRAINAGE,,,,,,,,,,,MODERATE,SPARSE,RARE,,,,,,,,,BANNED,NATURAL,4,,RARE,,SPARSE,MODERATE,,SPARSE,MODERATE,L,,,,,,,POOR,,,,,,,L,,,FAIR,MESOTROPHIC
2011279,4/26/2021,NLA17_NH-10002,7-Aug-17,1,NLA,NH,ASSESS,,,,,,,,,5,EXCELLENT,,DRAINAGE,,,,,,,,,N,,SPARSE,RARE,RARE,,,,,,,,,,NONE,5,,,,EXTENSIVE,,,RARE,,,,,,,,L,GOOD,,,,,,,L,,,FAIR,MESOTROPHIC
2011280,4/26/2021,NLA17_MI-10134,8-Aug-17,1,NLA,MI,ASSESS,,M,L,L,L,L,L,L,3,GOOD,,SEEPAGE,,,,,,,,,N,,HIGH,MODERATE,MODERATE,L,,,,,,,LOW,,NONE,3,,RARE,,RARE,RARE,RARE,SPARSE,EXTENSIVE,,,,,,,,FAIR,,,,M,,L,L,L,,FAIR,EUTROPHIC
2011281,4/26/2021,NLA17_IL-10012,8-Aug-17,1,NLA,IL,ASSESS,,,,,,,,,3,FAIR,,SEEPAGE,,,,,,,,,N,,HIGH,MODERATE,EXTENSIVE,L,,L,,,,,,,ARTIFICIAL,3,,SPARSE,,EXTENSIVE,RARE,,EXTENSIVE,,M,,,,,,,FAIR,,,,L,,,,,,UNSWIMMABLE,EUTROPHIC
2011282,4/26/2021,NLA17_ME-10001,8-Aug-17,2,NLA,ME,ASSESS,,,,,,,,,5,GOOD,,DRAINAGE,,,,H,,,,,Y,-0.3,SPARSE,RARE,SPARSE,,,,,,,,,,NATURAL,4,,,RARE,EXTENSIVE,RARE,,MODERATE,SPARSE,,,,,,,,EXCELLENT,,,,,,L,L,,,GOOD,OLIGOTROPHIC
2011283,4/26/2021,NLA17_IN-10108,8-Aug-17,1,NLA,IN,ASSESS,,H,,M,,M,,,3,GOOD,,,L,,,,,,,,N,,MODERATE,RARE,SPARSE,,,,,,,,,BANNED,NONE,3,,,,EXTENSIVE,SPARSE,,SPARSE,,M,,,,,,,FAIR,,,,,,L,,,,FAIR,EUTROPHIC
2011284,4/26/2021,NLA17_WI-10072,8-Aug-17,1,NLA,WI,ASSESS,,,,,,,,,4,GOOD,,SEEPAGE,,,,,,,,,N,,SPARSE,SPARSE,RARE,L,,,,,,,LOW,,NONE,3,,RARE,SPARSE,MODERATE,SPARSE,SPARSE,SPARSE,MODERATE,,,,,,,,GOOD,,,,L,,L,L,,,GOOD,MESOTROPHIC
2011286,4/26/2021,NLA17_MI-10023,8-Aug-17,1,NLA,MI,ASSESS,,,,,,,,,3,GOOD,,DRAINAGE,,,,,,,,,N,,HIGH,SPARSE,MODERATE,,,,,,,,,RESTRICTED,NONE,3,,,RARE,MODERATE,RARE,,RARE,SPARSE,,,,,,,,FAIR,,,,L,,L,L,,,UNSWIMMABLE,EUTROPHIC
2011289,4/26/2021,NLA17_ME-10002,7-Aug-17,1,NLA,ME,ASSESS,,L,,,,,,,5,GOOD,,DRAINAGE,,L,,L,,,,,N,,SPARSE,RARE,SPARSE,,,,,,,,LOW,,NATURAL,4,,RARE,RARE,EXTENSIVE,RARE,RARE,MODERATE,SPARSE,,,,,,,L,EXCELLENT,L,L,,L,,L,L,,,GOOD,OLIGOTROPHIC
2011290,4/26/2021,NLA17_ID-10012,8-Aug-17,1,NLA,ID,ASSESS,,,,,,,,,5,EXCELLENT,,SEEPAGE,,,,,,L,,,N,,SPARSE,RARE,SPARSE,,,,,,,,LOW,RESTRICTED,NONE,5,RARE,RARE,RARE,EXTENSIVE,SPARSE,RARE,RARE,RARE,,,,M,,,L,EXCELLENT,,,,,,,L,,,GOOD,MESOTROPHIC
2011291,4/26/2021,NLA17_OR-10037,8-Aug-17,1,NLA,OR,ASSESS,,,,,,,,,5,EXCELLENT,,SEEPAGE,,M,,,,,,,Y,0.3,SPARSE,RARE,RARE,L,,,L,,,,,RESTRICTED,NONE,5,RARE,SPARSE,RARE,EXTENSIVE,RARE,RARE,EXTENSIVE,RARE,,,L,M,L,L,L,EXCELLENT,,,,,,,L,,,FAIR,OLIGOTROPHIC
2011292,4/26/2021,NLA17_IN-10089,9-Aug-17,1,NLA,IN,ASSESS,,L,,,L,,,,5,GOOD,,SEEPAGE,,,,,,,,,N,,HIGH,SPARSE,EXTENSIVE,,,L,L,,,,LOW,,ARTIFICIAL,3,RARE,RARE,,RARE,MODERATE,RARE,MODERATE,,L,,,,,,,GOOD,,,,L,L,L,L,,,FAIR,EUTROPHIC
2011293,4/26/2021,NLA17_IL-10004,9-Aug-17,2,NLA,IL,ASSESS,,M,,M,,M,,,3,FAIR,,SEEPAGE,,,,,,,,,,,HIGH,SPARSE,EXTENSIVE,L,,,,,,,,,NONE,3,MODERATE,SPARSE,SPARSE,MODERATE,MODERATE,SPARSE,MODERATE,,L,,L,,,,L,GOOD,,,,L,L,L,L,,,GOOD,EUTROPHIC
2011294,4/26/2021,NLA17_OK-10003,9-Aug-17,1,NLA,OK,ASSESS,,,,,,,,L,4,,,RESERVOIR,L,,,,,,,L,N,,SPARSE,SPARSE,RARE,H,,M,,,,,LOW,,ARTIFICIAL,2,RARE,SPARSE,MODERATE,SPARSE,EXTENSIVE,EXTENSIVE,MODERATE,MODERATE,,,L,,,,M,GOOD,M,L,M,H,L,M,H,,,UNSWIMMABLE,EUTROPHIC
2011295,4/26/2021,NLA17_IN-10012,9-Aug-17,1,NLA,IN,ASSESS,,,,,,,,L,3,GOOD,,RESERVOIR,,,,,,,,,N,,SPARSE,RARE,RARE,,M,,,,,M,LOW,,ARTIFICIAL,3,RARE,SPARSE,SPARSE,MODERATE,SPARSE,MODERATE,MODERATE,RARE,,M,H,,,,L,GOOD,M,L,,M,M,L,M,,,FAIR,EUTROPHIC
2011296,4/26/2021,NLA17_MI-10016,9-Aug-17,1,NLA,MI,ASSESS,,,,,,,,,4,GOOD,,DRAINAGE,,,,,,,,,,,,RARE,SPARSE,,,,,,H,,HIGH,,NONE,3,,,EXTENSIVE,RARE,EXTENSIVE,EXTENSIVE,RARE,RARE,,,,,,,,GOOD,,,,H,,H,L,,,GOOD,MESOTROPHIC
2011297,4/26/2021,NLA17_WI-10004,9-Aug-17,1,NLA,WI,ASSESS,,,,,,,,,4,GOOD,,DRAINAGE,,,,,,,,,N,,MODERATE,RARE,MODERATE,L,,,,,,,LOW,RESTRICTED,ARTIFICIAL,4,,,MODERATE,MODERATE,,MODERATE,,RARE,,,L,,,L,,GOOD,L,L,,M,,M,M,,,GOOD,MESOTROPHIC
2011298,4/26/2021,NLA17_WA-10025,9-Aug-17,1,NLA,WA,ASSESS,,,,,,,,,4,GOOD,,RESERVOIR,,,,,,,,,N,,HIGH,MODERATE,EXTENSIVE,,,L,,,,,,BANNED,ARTIFICIAL,3,RARE,SPARSE,,RARE,EXTENSIVE,EXTENSIVE,SPARSE,EXTENSIVE,L,,,,,,L,FAIR,,,,,,,L,,,UNSWIMMABLE,MESOTROPHIC
2011299,4/26/2021,NLA17_OR-10106,9-Aug-17,1,NLA,OR,ASSESS,,,,L,,,,,5,EXCELLENT,,SEEPAGE,,M,,L,,,,,N,,SPARSE,RARE,RARE,L,,L,,,L,,,RESTRICTED,NONE,5,RARE,EXTENSIVE,RARE,EXTENSIVE,RARE,RARE,EXTENSIVE,SPARSE,,,,M,L,L,L,EXCELLENT,L,,,,,,L,,,FAIR,OLIGOTROPHIC
2011300,4/26/2021,NLA17_IN-10139,10-Aug-17,1,NLA,IN,ASSESS,,L,,,,,,,2,POOR,,SEEPAGE,,,,,,,,,N,,ABSENT,RARE,RARE,,,,,,,,LOW,,NONE,1,RARE,RARE,MODERATE,MODERATE,MODERATE,RARE,,,L,,,,,,L,,,,,L,L,L,M,,,UNSWIMMABLE,EUTROPHIC
2011302,4/26/2021,NLA17_ME-10018,10-Aug-17,1,NLA,ME,ASSESS,,,,,,L,,,4,GOOD,,DRAINAGE,,,,,,,,,,,MODERATE,SPARSE,MODERATE,,,,,,,,LOW,,NONE,4,RARE,RARE,RARE,EXTENSIVE,RARE,RARE,EXTENSIVE,SPARSE,,,,,,L,L,EXCELLENT,,,,L,,L,L,,,GOOD,MESOTROPHIC
2011303,4/26/2021,NLA17_VA-10037,10-Aug-17,1,NLA,VA,ASSESS,,,,,,L,,,3,GOOD,,RESERVOIR,,,,,,,,,,,SPARSE,SPARSE,SPARSE,L,,L,,,,,,BANNED,ARTIFICIAL,3,RARE,RARE,RARE,MODERATE,SPARSE,RARE,RARE,RARE,,,,,,,L,GOOD,,,,L,,L,L,,,UNSWIMMABLE,MESOTROPHIC
2011304,4/26/2021,NLA17_WI-10066,10-Aug-17,1,NLA,WI,ASSESS,,,,,,,,,4,GOOD,,DRAINAGE,,,,,,,,,N,,MODERATE,RARE,MODERATE,,,,,,,,HIGH,,NATURAL,3,,,EXTENSIVE,RARE,RARE,EXTENSIVE,RARE,RARE,,,,,,,L,GOOD,,L,,H,,H,M,,,GOOD,MESOTROPHIC
2011305,4/26/2021,NLA17_IN-10085,10-Aug-17,1,NLA,IN,ASSESS,,H,,M,,M,,,2,GOOD,,RESERVOIR,,,,,,,,,N,,SPARSE,SPARSE,RARE,,,,,,,,LOW,RESTRICTED,,2,,,,EXTENSIVE,RARE,,MODERATE,SPARSE,H,,L,L,,,,FAIR,,,,L,,,L,,,FAIR,EUTROPHIC
2011306,4/26/2021,NLA17_NJ-10020,20-Jul-17,1,NLA,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011308,4/26/2021,NLA17_OR-10141,8-Aug-17,1,NLA,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011309,4/26/2021,NLA17_OR-10153,9-Aug-17,1,NLA,OR,ASSESS,,,,,,,,,5,EXCELLENT,,SEEPAGE,,L,,,,,,,N,,SPARSE,RARE,RARE,,,,,,,,,,NONE,5,,RARE,,MODERATE,RARE,,EXTENSIVE,RARE,,,,,,L,,EXCELLENT,,,,,,,L,,,GOOD,MESOTROPHIC
2011310,4/26/2021,NLA17_OR-10078,10-Aug-17,1,NLA,OR,ASSESS,,,,L,,,,,2,FAIR,,SEEPAGE,,,,,,,,,Y,0.5,HIGH,RARE,MODERATE,L,,L,,,,,,,NONE,3,,SPARSE,SPARSE,SPARSE,SPARSE,SPARSE,MODERATE,MODERATE,M,,,,,,,FAIR,,,,,,L,L,,,FAIR,EUTROPHIC
2011312,4/26/2021,NLA17_NE-10047,10-Aug-17,1,NLA,NE,ASSESS,,H,L,H,L,H,L,L,2,FAIR,,RESERVOIR,L,L,L,L,L,L,L,L,N,,ABSENT,RARE,RARE,L,L,L,L,L,L,L,LOW,,ARTIFICIAL,2,EXTENSIVE,MODERATE,RARE,RARE,EXTENSIVE,RARE,SPARSE,RARE,L,L,L,L,L,L,L,FAIR,L,L,L,L,L,L,M,L,,UNSWIMMABLE,EUTROPHIC
2011314,4/26/2021,NLA17_OR-HP003,10-Aug-17,1,NLA,OR,ASSESS,,,,,,,,,5,EXCELLENT,,DRAINAGE,,,,,,,,,N,,SPARSE,RARE,RARE,,,,,,,,,BANNED,NONE,5,,RARE,,EXTENSIVE,RARE,,,,,,,L,,L,,EXCELLENT,,,,,,,,,,GOOD,OLIGOTROPHIC
2011315,4/26/2021,NLA17_NJ-10001,10-Aug-17,2,NLA,NJ,ASSESS,,,,,,M,,,3,FAIR,,RESERVOIR,,,,,,,,,N,,SPARSE,RARE,SPARSE,M,,,,,,H,,RESTRICTED,ARTIFICIAL,3,,RARE,EXTENSIVE,RARE,EXTENSIVE,SPARSE,SPARSE,RARE,L,,L,,,,L,GOOD,L,L,,M,L,M,M,,,FAIR,EUTROPHIC
2011316,4/26/2021,NLA17_IN-10132,11-Aug-17,1,NLA,IN,ASSESS,,M,,L,,M,,,3,FAIR,,RESERVOIR,,,,,,,,,,,MODERATE,SPARSE,MODERATE,M,,M,,,,,LOW,,NATURAL,3,RARE,RARE,RARE,SPARSE,SPARSE,SPARSE,SPARSE,RARE,L,,,,,,M,GOOD,M,,,,L,,,,,FAIR,EUTROPHIC
2011317,4/26/2021,NLA17_WY-10002,11-Aug-17,1,NLA,WY,ASSESS,,,,L,,H,,,5,GOOD,,RESERVOIR,,,,,,,,,N,,SPARSE,RARE,RARE,L,,,,,,,LOW,,ARTIFICIAL,4,SPARSE,SPARSE,SPARSE,RARE,EXTENSIVE,SPARSE,SPARSE,,,,,L,,,L,EXCELLENT,L,,,L,,L,L,,,GOOD,OLIGOTROPHIC
2011318,4/26/2021,NLA17_IN-10105,11-Aug-17,1,NLA,IN,ASSESS,,M,,,,,,,4,GOOD,,DRAINAGE,,,,,,,,,,,SPARSE,RARE,RARE,,,,,,,,LOW,,ARTIFICIAL,3,SPARSE,RARE,SPARSE,MODERATE,RARE,RARE,,,L,,,,,,,GOOD,,,,L,L,L,,,,FAIR,EUTROPHIC
2011320,4/26/2021,NLA17_WY-10017,13-Aug-17,1,NLA,WY,ASSESS,,,,L,,H,,L,3,GOOD,,DRAINAGE,,,,,,L,,,Y,0.2,HIGH,RARE,EXTENSIVE,M,,L,L,,,,LOW,,ARTIFICIAL,3,,MODERATE,,,EXTENSIVE,RARE,SPARSE,RARE,,,L,M,,L,,GOOD,,,,,L,,M,,,UNSWIMMABLE,MESOTROPHIC
2011321,4/26/2021,NLA17_IL-10007,14-Aug-17,1,NLA,IL,ASSESS,,,,,,,,,3,GOOD,,SEEPAGE,,,,,,,,,N,,MODERATE,SPARSE,SPARSE,M,,,,,,,LOW,RESTRICTED,ARTIFICIAL,3,RARE,SPARSE,RARE,EXTENSIVE,MODERATE,RARE,MODERATE,SPARSE,L,,L,L,,M,M,GOOD,L,,,L,,,L,,,FAIR,EUTROPHIC
2011322,4/26/2021,NLA17_OR-10109,9-Aug-17,1,NLA,OR,ASSESS,,,,,,,,H,4,GOOD,,RESERVOIR,,,,,,,,,Y,1,SPARSE,RARE,SPARSE,,H,,M,,,,,RESTRICTED,ARTIFICIAL,4,RARE,SPARSE,RARE,EXTENSIVE,MODERATE,RARE,MODERATE,SPARSE,L,,,,,,,,,,,,L,,L,,,UNSWIMMABLE,MESOTROPHIC
2011323,4/26/2021,NLA17_IN-10161,14-Aug-17,1,NLA,IN,ASSESS,,,,,,,,,4,FAIR,,DRAINAGE,,,,,,,,,,,SPARSE,,SPARSE,,,,,,,,HIGH,RESTRICTED,NONE,2,,SPARSE,MODERATE,SPARSE,SPARSE,MODERATE,,SPARSE,,H,M,,,,M,GOOD,L,L,,H,M,M,L,,,GOOD,MESOTROPHIC
2011325,4/26/2021,NLA17_OR-HP10200,10-Aug-17,1,NLA,OR,ASSESS,,,,,,,,L,4,GOOD,,DRAINAGE,L,,,,,,,,N,,SPARSE,RARE,SPARSE,M,,,L,,,,LOW,,NATURAL,4,,SPARSE,MODERATE,EXTENSIVE,MODERATE,SPARSE,EXTENSIVE,SPARSE,,,L,,,L,L,EXCELLENT,L,L,,H,L,H,M,,,GOOD,MESOTROPHIC
2011326,4/26/2021,NLA17_OK-10006,15-Aug-17,1,NLA,OK,ASSESS,,,,H,,H,,,2,FAIR,,RESERVOIR,,,,,,H,,,N,,SPARSE,RARE,RARE,,,,,,,,LOW,,ARTIFICIAL,1,RARE,RARE,RARE,RARE,EXTENSIVE,SPARSE,RARE,RARE,,,,,,,L,POOR,L,,,M,H,,L,,,UNSWIMMABLE,EUTROPHIC
2011327,4/26/2021,NLA17_IL-10021,15-Aug-17,1,NLA,IL,ASSESS,,L,,L,,M,,,4,GOOD,,SEEPAGE,,,,,,,,,N,,MODERATE,RARE,MODERATE,M,,,,,L,L,LOW,,ARTIFICIAL,3,SPARSE,RARE,MODERATE,SPARSE,MODERATE,SPARSE,SPARSE,SPARSE,,L,L,,,,L,GOOD,,L,L,M,,H,M,,,GOOD,EUTROPHIC
2011328,4/26/2021,NLA17_SD-10009,15-Aug-17,1,NLA,SD,ASSESS,,,,,,,,,4,GOOD,,RESERVOIR,,,,,,,,,,,MODERATE,RARE,SPARSE,M,,M,,,,,LOW,,ARTIFICIAL,3,,SPARSE,,EXTENSIVE,RARE,SPARSE,RARE,SPARSE,,,L,L,,L,,EXCELLENT,,,,L,,,L,,,GOOD,EUTROPHIC
2011329,4/26/2021,NLA17_IN-10171,15-Aug-17,1,NLA,IN,ASSESS,,L,,,,,,,3,FAIR,,RESERVOIR,,,,,,,,,N,,SPARSE,RARE,RARE,,,,,,,,HIGH,,ARTIFICIAL,3,,RARE,EXTENSIVE,SPARSE,,SPARSE,,,,,L,,,,M,GOOD,L,M,,H,L,H,M,,,FAIR,EUTROPHIC
2011330,4/26/2021,NLA17_ID-HP001,15-Aug-17,1,NLA,ID,ASSESS,,,,,,,,,5,GOOD,,DRAINAGE,,M,,L,,,,,,,HIGH,MODERATE,EXTENSIVE,,,,,,,,,RESTRICTED,NONE,5,,,,SPARSE,,,,EXTENSIVE,,,L,L,,L,,GOOD,,,,,,,L,,,UNSWIMMABLE,MESOTROPHIC
2011331,4/26/2021,NLA17_ME-10014,16-Aug-17,1,NLA,ME,ASSESS,,,,,,,,,4,GOOD,,DRAINAGE,,,,,,,,,,,MODERATE,MODERATE,MODERATE,,,,,,,,,,,4,,RARE,RARE,MODERATE,SPARSE,RARE,EXTENSIVE,MODERATE,,,,,,,L,GOOD,L,,,L,,L,L,,,GOOD,MESOTROPHIC
2011332,4/26/2021,NLA17_ID-10147,16-Aug-17,1,NLA,ID,ASSESS,,,,,,,,,4,GOOD,,DRAINAGE,,,,,,,,,,,MODERATE,RARE,MODERATE,M,,M,,,,,,RESTRICTED,NATURAL,3,,SPARSE,,,MODERATE,RARE,MODERATE,,L,,,,,L,L,GOOD,L,,,,L,,L,,,FAIR,MESOTROPHIC
2011333,4/26/2021,NLA17_IN-10126,16-Aug-17,1,NLA,IN,ASSESS,,,,,,,,,4,GOOD,,RESERVOIR,,,,,,,,,N,,MODERATE,RARE,MODERATE,,,,,,,,,,,3,RARE,RARE,RARE,EXTENSIVE,RARE,RARE,MODERATE,MODERATE,,,,,,,,GOOD,,,,,,,L,,,FAIR,EUTROPHIC
2011334,4/26/2021,NLA17_NH-10058,16-Aug-17,1,NLA,NH,ASSESS,,,,,,,,,3,FAIR,,DRAINAGE,,,,,,,,,N,,MODERATE,SPARSE,SPARSE,L,,,,,L,L,LOW,,ARTIFICIAL,2,,RARE,SPARSE,SPARSE,RARE,RARE,,MODERATE,L,,,,,,L,GOOD,,L,,L,,M,L,,,FAIR,EUTROPHIC
2011335,4/26/2021,NLA17_FL-10011,15-Aug-17,1,NLA,FL,ASSESS,,,,,M,,,,5,GOOD,,SEEPAGE,,L,,,,,,,N,,SPARSE,SPARSE,SPARSE,,,,,,,,LOW,RESTRICTED,NONE,5,MODERATE,RARE,EXTENSIVE,SPARSE,EXTENSIVE,MODERATE,EXTENSIVE,RARE,,,,,,,,EXCELLENT,L,,,L,,L,M,,,GOOD,MESOTROPHIC
2011336,4/26/2021,NLA17_IL-10005,16-Aug-17,1,NLA,IL,ASSESS,,,,,,,,,2,GOOD,,SEEPAGE,,,,,,,,,N,,MODERATE,RARE,MODERATE,M,,,,,,,,,NONE,3,RARE,SPARSE,EXTENSIVE,SPARSE,EXTENSIVE,SPARSE,SPARSE,RARE,L,M,,,,,M,FAIR,L,,L,H,,M,L,,,FAIR,EUTROPHIC
2011337,4/26/2021,NLA17_WI-10112,16-Aug-17,1,NLA,WI,ASSESS,,,,,,,,,4,GOOD,,DRAINAGE,,,,,,,,,N,,MODERATE,SPARSE,RARE,L,,,,,,,LOW,,NONE,4,,,RARE,EXTENSIVE,RARE,RARE,RARE,,,,,,,,,GOOD,,L,,L,,L,L,,,GOOD,MESOTROPHIC
2011338,4/26/2021,NLA17_OK-10083,16-Aug-17,1,NLA,OK,ASSESS,,,,,,,,,4,GOOD,,RESERVOIR,,,,,,,,,,,SPARSE,RARE,RARE,,,,,,,,LOW,,ARTIFICIAL,3,RARE,RARE,MODERATE,MODERATE,MODERATE,RARE,SPARSE,RARE,,,,,,,L,GOOD,,,,H,,H,L,,,FAIR,EUTROPHIC
2011340,4/26/2021,NLA17_ID-10173,17-Aug-17,1,NLA,ID,ASSESS,,,,,,,,,4,GOOD,,RESERVOIR,,,,,,,,,,,MODERATE,SPARSE,MODERATE,M,,,,,,,LOW,,ARTIFICIAL,4,,RARE,,SPARSE,MODERATE,,SPARSE,MODERATE,,,,L,,,L,GOOD,,,,,,,L,,,FAIR,MESOTROPHIC
2011341,4/26/2021,NLA17_MI-10036,16-Aug-17,1,NLA,MI,ASSESS,,,,,,,,,5,EXCELLENT,,DRAINAGE,,,,,,,,,N,,,,,,,,,,,,,,NATURAL,5,,,,EXTENSIVE,,,MODERATE,MODERATE,,,,,,,,GOOD,,,,,,,,,,UNSWIMMABLE,MESOTROPHIC
2011342,4/26/2021,NLA17_WA-HP003,17-Aug-17,1,NLA,WA,ASSESS,,,,,,,,,5,GOOD,,SEEPAGE,,,,,,,,,Y,0.5,SPARSE,RARE,RARE,L,,L,L,,,,LOW,RESTRICTED,NATURAL,4,,EXTENSIVE,,,SPARSE,RARE,SPARSE,RARE,,L,L,L,L,L,L,,,,,,,,L,,,GOOD,MESOTROPHIC
